;nplv;DT;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);N2 (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;произв  количество плавок;произв количество плавок (цел);расход газ Ar;расход газ  N2;расход C пров.;сыпуч известь РП;сыпуч кварцит;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь (сух.);сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл FeMo;ферспл FeSi-75;ферспл FeV азот.;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл  Ni H1 пласт.;ферспл SiMn18;ферспл  ферванит;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
5244;г6838637:<>;2071-02-06 10:16:00;Э76ХФ;Р65;20,0;43,55;19,4166667;43,55;;0,359655;0,291657;0,273643;0,260337;0,0409121;1577,0;1588,0;11,8460676;;13584,2060086;116,7;1,0;1,0;1,0;16,443;;;0,397;;0,05;;0,337;0,041;0,02;;;;0,051722;0,289;;0,421;;0,509;4396,0;0,001;0,484;0,173;0,091;0,541;0,006;0,011;0,059;0,01;0,022;0,354;0,001;0,003;0,003;0,744;0,0004;0,413;0,094;0,78;0,005;0,012;0,061;0,011;0,016;0,561;0,002;0,038;3,0;48,9;1,1;17,9;0,49;1,9;26,1;3,3;56,3;0,8;9,3;0,17;2,3;24,8
5245;г6838637:<?;2071-02-06 11:20:00;Э76ХФ;Р65;9,0;45,55;17,35;45,55;2,6782284;0,61198;0,197112;0,165508;0,226352;0,040254;1613,0;1585,0;8,9202363;;12297,4063401;110,3;1,0;1,0;1,0;13,42;;;0,315;;0,05;;0,67;0,071;0,02;;;;0,05089;0,28;;0,252;;0,344;3556,0;0,002;0,26;0,253;0,11;0,634;0,007;0,009;0,074;0,008;0,023;0,374;0,001;0,002;0,002;0,746;0,0005;0,418;0,108;0,784;0,006;0,01;0,075;0,009;0,022;0,559;0,002;0,038;2,2;49,8;1,1;19,0;0,94;1,9;26,1;3,5;57,0;0,6;8,4;0,17;2,2;26,2
5246;г6838637:=6;2071-02-06 12:12:00;Э76ХФ;Р65;9,0;42,0333333;22,5333333;42,0333333;;0,27676;0,110016;0,16648;0,161775;0,0403679;1536,0;1575,0;11,3349225;;13382,8402367;115,3;1,0;1,0;1,0;15,85;;;0,172;;0,05;;0,272;0,042;0,02;;;;0,051034;0,181;;0,256;;0,192;5026,0;0,001;0,537;0,33;0,127;0,64;0,007;0,009;0,081;0,007;0,021;0,425;0,002;0,003;0,003;0,775;0,0002;0,419;0,126;0,78;0,006;0,01;0,081;0,008;0,016;0,56;0,003;0,037;3,2;52,0;1,8;15,6;0,16;2,2;23,7;4,1;58,5;0,7;7,2;0,1;2,5;23,0
5247;г6838637:=7;2071-02-06 13:04:00;Э76ХФ;Р65;13,0;40,8333333;18,7833333;40,8333333;;0,27107;0,083658;0,108813;0,137672;0,0404826;1562,0;1573,0;9,4378776;;13205,3238687;115,4;1,0;1,0;1,0;12,846;;;0,148;;0,05;;0,272;0,043;0,02;;;;0,051179;0,166;;0,167;;0,146;4134,0;0,002;0,545;0,351;0,124;0,696;0,008;0,01;0,081;0,009;0,022;0,447;0,002;0,003;0,003;0,767;0,0002;0,42;0,124;0,792;0,007;0,011;0,081;0,01;0,018;0,562;0,003;0,038;3,2;49,7;0,5;12,1;0,15;2,2;22,4;4,3;59,4;0,8;9,1;0,1;2,5;23,4
5248;г6838637:=8;2071-02-06 13:56:00;Э76ХФ;Р65;9,0;44,0166667;16,95;44,0166667;;0,30717;0,106578;0,118226;0,140334;0,0408544;1571,0;1576,0;8,7594093;;13423,0088496;116,3;1,0;1,0;1,0;12,852;;;0,169;;0,05;;0,312;0,042;0,02;;;;0,051649;0,166;;0,182;;0,186;3792,0;0,001;0,532;0,333;0,107;0,682;0,006;0,01;0,07;0,009;0,022;0,447;0,002;0,003;0,003;0,784;0,0003;0,42;0,106;0,787;0,005;0,011;0,07;0,009;0,017;0,567;0,003;0,037;3,0;51,9;0,6;15,0;0,11;2,1;24,4;3,4;60,1;0,4;9,4;0,08;2,5;24,3
5249;г6838637:=9;2071-02-06 14:44:00;Э76ХФ;Р65;13,0;42,3666667;19,8333333;42,3666667;3,5185185;0,293415;0,136947;0,105216;0,176134;0,0408259;1553,0;1572,0;10,213244;;13447,0588235;116,7;1,0;1,0;1,0;14,395;;;0,119;;0,05;;0,29;0,041;0,02;;;;0,051613;0,226;;0,16;;0,239;4445,0;0,002;0,512;0,3;0,085;0,678;0,003;0,01;0,051;0,009;0,017;0,402;0,002;0,003;0,003;0,776;0,0004;0,415;0,086;0,783;0,003;0,01;0,051;0,009;0,015;0,563;0,003;0,036;2,9;49,3;1,1;9,5;0,11;2,4;20,6;3,5;59,4;0,5;8,6;0,08;2,5;24,0
5250;г6838637:=:;2071-02-06 15:36:00;Э76ХФ;Р65;12,0;42,0333333;16,85;42,0333333;3,591163;0,25531;0,124914;0,082858;0,138722;0,0396813;1560,0;1577,0;8,8427603;;13605,9347181;112,6;1,0;1,0;1,0;12,316;;;0,127;;0,05;;0,246;0,041;0,02;;;;0,050166;0,178;;0,126;;0,218;3821,0;0,002;0,551;0,316;0,082;0,711;0,005;0,009;0,059;0,007;0,019;0,444;0,002;0,003;0,003;0,783;0,0002;0,419;0,081;0,787;0,005;0,011;0,059;0,008;0,016;0,562;0,003;0,037;3,0;50,8;0,7;9,1;0,13;2,3;21,7;3,4;55,8;0,8;7,5;0,09;2,5;22,1
5251;"г6838637:=;";2071-02-06 16:28:00;Э76ХФ;Р65;8,0;41,6833333;16,35;41,6833333;;0,289185;0,150699;0,137265;0,170965;0,0407974;1570,0;1576,0;10,0615754;;13269,7247706;117,1;1,0;1,0;1,0;13,98;;;0,129;;0,05;;0,281;0,041;0,02;;;;0,051577;0,205;;0,211;;0,263;3616,0;0,002;0,541;0,299;0,082;0,671;0,005;0,01;0,058;0,007;0,018;0,42;0,001;0,003;0,003;0,785;0,0004;0,421;0,084;0,793;0,004;0,01;0,059;0,007;0,015;0,566;0,003;0,037;3,8;50,3;0,7;10,0;0,09;2,3;21,6;3,9;59,6;0,7;8,5;0,1;2,5;23,9
5252;г6838637:=<;2071-02-06 17:27:00;Э76ХФ;Р65;6,0;41,9;16,85;41,9;;0,28519;0,155856;0,191411;0,166474;0,0409121;1574,0;1576,0;8,7422434;;13296,1424332;114,1;1,0;1,0;1,0;12,21;;;0,159;;0,05;;0,273;0,042;0,02;;;;0,051722;0,176;;0,297;;0,272;3734,0;0,002;0,548;0,29;0,099;0,627;0,005;0,01;0,059;0,006;0,019;0,437;0,002;0,003;0,002;0,75;0,0001;0,417;0,099;0,787;0,004;0,01;0,059;0,007;0,017;0,561;0,002;0,038;2,7;48,2;0,3;11,4;0,15;2,1;23,3;3,4;57,1;0,6;14,8;0,08;2,4;23,9
5253;г6838637:==;2071-02-06 18:17:00;Э76ХФ;Р65;5,0;42,5666667;16,3333333;42,5666667;;0,333355;0,169035;0,14219;0,191925;0,0407112;1580,0;1575,0;8,6306969;;13470,6122449;117,5;1,0;1,0;1,0;12,246;;;0,128;;0,05;;0,332;0,042;0,02;;;;0,051468;0,235;;0,218;;0,295;3667,0;0,002;0,51;0,281;0,072;0,652;0,003;0,01;0,041;0,007;0,016;0,399;0,001;0,003;0,003;0,786;0,0005;0,414;0,075;0,778;0,002;0,011;0,041;0,007;0,013;0,561;0,003;0,037;3,0;54,9;0,4;12,0;0,12;2,2;24,5;3,4;54,7;0,6;9,1;0,19;2,2;25,3
5254;г6838637:=>;2071-02-06 19:06:00;Э76ХФ;Р65;6,0;41,8666667;15,5166667;41,8666667;3,0;0,290805;0,126633;0,122073;0,168862;0,0417703;1584,0;1585,0;11,3039854;;13035,0161117;116,9;1,0;1,0;1,0;15,521;;;0,127;;0,05;;0,288;0,042;0,02;;;;0,052807;0,208;;0,187;;0,221;3371,0;0,002;0,522;0,313;0,103;0,674;0,005;0,01;0,065;0,008;0,017;0,405;0,001;0,003;0,003;0,76;0,0004;0,413;0,101;0,783;0,004;0,011;0,065;0,009;0,012;0,558;0,003;0,038;3,2;56,4;0,4;14,8;0,09;2,3;24,9;4,1;57,6;0,4;7,7;0,07;2,6;22,6
5255;г6838637:=?;2071-02-06 19:57:00;Э76ХФ;Р65;7,0;40,0333333;17,3333333;40,0333333;2,8365759;0,26428;0,10887;0,109053;0,152282;0,0386799;1552,0;1581,0;10,1645296;;12984,2307692;112,9;1,0;1,0;1,0;13,564;;;0,086;;0,05;;0,259;0,034;0,02;;;;0,0489;0,188;;0,167;;0,19;3751,0;0,002;0,573;0,329;0,123;0,69;0,005;0,008;0,072;0,009;0,022;0,444;0,001;0,003;0,003;0,787;0,0003;0,42;0,123;0,793;0,005;0,011;0,072;0,009;0,016;0,552;0,002;0,036;3,5;58,2;0,4;12,9;0,08;2,6;22,2;3,7;59,3;0,6;8,7;0,08;2,5;23,4
5256;г6838637:>6;2071-02-06 20:55:00;Э76ХФ;Р65;7,0;40,15;16,7833333;40,15;1,5361809;0,31665;0,10887;0,152222;0,189373;0,0391956;1587,0;1587,0;12,2039851;;11725,91857;114,9;1,0;1,0;1,0;16,333;;;0,097;;0,05;;0,322;;0,02;;;;0,049552;0,227;;0,234;;0,19;3280,0;0,002;0,536;0,332;0,114;0,657;0,007;0,01;0,073;0,01;0,022;0,423;0,001;0,002;0,003;0,781;0,0003;0,417;0,112;0,783;0,006;0,012;0,073;0,011;0,018;0,568;0,002;0,036;4,9;47,5;0,8;27,0;0,18;2,1;23,0;4,1;57,4;0,6;7,6;0,07;2,6;22,2
5257;г6838637:>7;2071-02-06 21:45:00;Э76ХФ;Р65;7,0;40,2;21,8666667;40,2;2,8760469;0,2472813;0,136374;0,101337;0,146288;0,0384798;1571,0;1628,0;12,6186567;;13173,4756098;112,8;1,0;1,0;1,0;16,909;;0,006105;0,16;;0,05;;0,226;0,031;0,02;;;;0,048647;0,182;;0,155;;0,238;4801,0;0,002;0,56;0,303;0,097;0,701;0,004;0,009;0,057;0,009;0,02;0,453;0,002;0,003;0,003;0,777;0,0002;0,418;0,098;0,793;0,004;0,009;0,058;0,01;0,014;0,549;0,003;0,036;3,2;59,4;0,5;12,3;0,09;2,6;23,3;3,9;59,2;0,8;9,6;0,1;2,5;23,7
5258;г6838637:>8;2071-02-06 22:33:00;Э76ХФ;Р65;8,0;45,3833333;21,85;45,3833333;3,1469719;0,28447;0,152418;0,15917;0,163735;0,039796;1540,0;1590,0;10,2634775;;14032,0366133;115,9;1,0;1,0;1,0;15,495;;;0,111;;0,05;;0,274;0,029;0,02;;;;0,050311;0,185;;0,246;;0,266;5110,0;0,002;0,55;0,286;0,112;0,653;0,008;0,01;0,075;0,007;0,024;0,447;0,004;0,003;0,003;0,759;0,0002;0,419;0,109;0,775;0,006;0,009;0,069;0,007;0,015;0,548;0,002;0,036;3,2;48,2;0,4;9,7;0,07;2,4;20,2;3,2;49,6;0,5;11,2;0,08;2,5;20,0
5259;г6838637:>9;2071-02-06 23:21:00;Э76ХФ;Р65;17,0;40,6833333;18,3333333;40,6833333;;0,26608;0,129498;0,120627;0,161273;0,0400539;1550,0;1596,0;10,6503073;;13450,9090909;117,1;1,0;1,0;1,0;14,443;;;0,013;;0,05;;0,257;0,032;0,02;;;;0,050637;0,197;;0,185;;0,226;4110,0;0,002;0,573;0,313;0,105;0,685;0,006;0,01;0,074;0,012;0,019;0,441;0,002;0,003;0,003;0,76;0,0003;0,418;0,105;0,787;0,005;0,009;0,074;0,012;0,014;0,561;0,003;0,036;3,5;56,2;0,6;10,3;0,07;2,7;20,9;4,0;55,5;1,0;7,5;0,09;2,6;21,7
5260;г6838637:>:;2071-02-07 00:12:00;Э76ХФ;Р65;25,0;40,5166667;16,0166667;40,5166667;2,6390675;0,2346575;0,109443;0,090766;0,152624;0,0387661;1562,0;1591,0;6,6354832;;13197,5026015;113,4;1,0;1,0;1,0;8,945;;0,0185;0,125;;0,05;;0,201;0,056;0,02;;;;0,049009;0,196;;0,138;;0,191;3523,0;0,002;0,583;0,33;0,105;0,707;0,006;0,007;0,085;0,01;0,018;0,449;0,002;0,003;0,003;0,774;0,0003;0,419;0,104;0,782;0,006;0,008;0,086;0,011;0,014;0,561;0,003;0,037;3,7;49,5;0,5;10,4;0,08;2,4;20,5;4,5;55,1;0,8;12,5;0,12;2,5;22,3
5261;"г6838637:>;";2071-02-07 01:05:00;Э76ХФ;Р65;23,0;40,35;16,35;40,35;3,2659574;0,271405;0,132363;0,173316;0,174724;0,0400823;1552,0;1584,0;11,6200743;;13317,4311927;116,1;1,0;1,0;1,0;15,629;;;0,013;;0,05;;0,261;0,063;0,02;;;;0,050673;0,196;;0,268;;0,231;3629,0;0,002;0,565;0,311;0,104;0,64;0,008;0,008;0,079;0,009;0,02;0,437;0,002;0,003;0,003;0,763;0,0004;0,416;0,106;0,786;0,007;0,009;0,079;0,01;0,018;0,549;0,002;0,036;3,6;53,1;1,4;19,2;0,12;2,6;20,6;3,8;59,7;0,6;9,2;0,09;2,5;23,6
5262;г6838637:><;2071-02-07 01:56:00;Э76ХФ;Р65;22,0;40,3666667;13,9833333;40,3666667;3,0;0,280775;0,104859;0,111609;0,153621;0,0387661;1562,0;1586,0;9,8412882;;13155,6615018;113,9;1,0;1,0;1,0;13,242;;;0,096;;0,05;;0,28;0,063;0,02;;;;0,049009;0,189;;0,171;;0,183;3066,0;0,002;0,545;0,333;0,124;0,696;0,007;0,007;0,077;0,011;0,021;0,447;0,002;0,003;0,003;0,773;0,0003;0,417;0,123;0,789;0,006;0,009;0,078;0,012;0,015;0,562;0,003;0,036;3,3;49,0;1,8;9,0;0,11;2,4;20,4;3,9;49,6;0,5;12,6;0,08;2,3;21,4
5263;г6838637:>=;2071-02-07 02:44:00;Э76ХФ;Р65;26,0;40,2166667;18,7;40,2166667;3,4332478;0,2985;0,146688;0,169287;0,190668;0,0400539;1545,0;1583,0;9,5542478;;13722,9946524;116,8;1,0;1,0;1,0;12,808;;;0,128;;0,05;;0,292;0,042;0,02;;;;0,050637;0,222;;0,261;;0,256;4277,0;0,002;0,544;0,3;0,095;0,658;0,005;0,008;0,07;0,009;0,021;0,427;0,003;0,003;0,003;0,767;0,0002;0,417;0,096;0,796;0,004;0,009;0,071;0,01;0,017;0,568;0,003;0,037;3,1;57,3;0,3;12,0;0,09;2,3;25,2;3,7;55,9;0,9;11,7;0,1;2,5;22,3
5264;г6838637:>>;2071-02-07 03:36:00;Э76ХФ;Р65;26,0;40,1666667;14,5;40,1666667;3,2110169;0,326195;0,155283;0,185066;0,190964;0,0401654;1558,0;1583,0;9,9440664;;13957,2413793;117,6;1,0;1,0;1,0;13,314;;;0,109;;0,05;;0,324;0,053;0,02;;;;0,050745;0,216;;0,286;;0,271;3373,0;0,002;0,529;0,296;0,094;0,631;0,008;0,007;0,074;0,009;0,018;0,414;0,002;0,003;0,003;0,761;0,0002;0,417;0,091;0,784;0,007;0,008;0,073;0,009;0,015;0,573;0,003;0,036;3,6;57,7;0,4;13,9;0,09;2,4;24,0;4,5;53,9;0,9;6,9;0,13;2,5;21,8
5265;г6838637:>?;2071-02-07 04:26:00;Э76ХФ;Р65;28,0;40,2;13,5;40,2;2,9108216;0,2273513;0,123195;0,128818;0,160847;0,0384543;1565,0;1586,0;9,7246269;;13382,2222222;113,1;1,0;1,0;1,0;13,031;;0,00925;0,128;;0,05;;0,199;0,059;0,02;;;;0,048358;0,193;;0,198;;0,215;3011,0;0,001;0,585;0,317;0,065;0,679;0,004;0,008;0,044;0,009;0,016;0,438;0,002;0,003;0,003;0,761;0,0002;0,418;0,068;0,794;0,003;0,011;0,046;0,009;0,01;0,568;0,002;0,036;3,6;51,9;0,4;12,5;0,1;2,3;23,1;3,6;54,4;0,5;11,9;0,1;2,2;24,8
5266;г6838637:?6;2071-02-07 05:15:00;Э76ХФ;Р65;32,0;40,3833333;15,0166667;40,3833333;3,0;0,322085;0,174765;0,16862;0,18918;0,039892;1560,0;1583,0;11,0161783;;13528,9678135;116,0;1,0;1,0;1,0;14,829;;;0,096;;0,05;;0,316;0,065;0,02;;;;0,050166;0,22;;0,26;;0,305;3386,0;0,002;0,516;0,275;0,078;0,64;0,004;0,009;0,053;0,007;0,018;0,408;0,002;0,003;0,003;0,777;0,0002;0,418;0,079;0,789;0,004;0,009;0,054;0,008;0,013;0,565;0,003;0,037;3,3;51,8;0,4;18,4;0,17;2,1;25,0;3,5;57,5;0,7;9,1;0,2;2,2;26,6
5267;г6838637:?7;2071-02-07 06:33:00;Э76ХФ;Р65;8,0;40,3666667;15,7166667;40,3666667;2,9614055;0,3313807;0,1719;0,184394;0,163286;0,0391731;1588,0;1588,0;9,3507845;;13315,8006363;113,2;1,0;1,0;1,0;12,582;;0,008695;0,078;;0,05;;0,317;0,051;0,02;;;;0,049262;0,174;;0,286;;0,3;3488,0;0,002;0,525;0,267;0,064;0,617;0,003;0,011;0,046;0,006;0,017;0,428;0,002;0,003;0,003;0,777;0,0002;0,41;0,066;0,785;0,003;0,01;0,048;0,007;0,013;0,561;0,003;0,036;2,9;47,6;0,7;11,1;0,11;2,3;20,5;3,5;54,8;0,7;8,2;0,18;2,2;25,8
5268;г6838637:?8;2071-02-07 07:22:00;Э76ХФ;Р65;11,0;62,9;17,35;62,9;1,671847;0,558469;0,151272;0,05609;0,28345;0,0374189;1598,0;1598,0;20,2087841;;12041,4985591;109,4;1,0;1,0;1,0;41,922;;0,003885;0,28300000000000003;;0,05;;0,612;0,07400000000000001;0,02;;;;0,047056;0,41;;0,078;;0,264;3482,0;0,002;0,28;0,288;0,096;0,729;0,005;0,006;0,057;0,015;0,018;0,33;0,001;0,005;0,003;0,754;0,0004;0,413;0,094;0,777;0,004;0,011;0,057;0,016;0,007;0,551;0,003;0,039;3,1;52,3;0,7;14,5;0,67;1,9;26,8;3,4;57,0;0,7;9,3;0,21;2,1;26,6
5269;г6838637:?9;2071-02-07 18:01:00;Э76ХФ;Р65;11,0;86,7333333;34,4833333;86,7333333;3,3742006;0,250645;0,114027;0,063445;0,144655;0,0380225;1585,0;1630,0;9,2846487;;13662,2522958;107,5;1,0;1,0;1,0;26,763;;;0,148;;0,05;;0,243;;0,02;;;;0,047815;0,195;;0,095;;0,199;7852,0;0,002;0,567;0,314;0,083;0,726;0,004;0,011;0,058;0,012;0,016;0,467;0,002;0,003;0,003;0,774;0,0004;0,422;0,09;0,799;0,004;0,011;0,061;0,014;0,01;0,57;0,002;0,038;3,5;56,2;0,9;13,4;0,12;2,4;23,6;3,4;48,3;0,7;11,7;0,09;2,5;19,4
5270;г6838637:?:;2071-02-07 19:26:00;Э76ХФ;Р65;20,0;52,2333333;24,0166667;52,2333333;;0,35406;0,14325;0,123183;0,162612;0,0399787;1587,0;1597,0;8,4790683;;13273,2824427;115,1;1,0;1,0;1,0;14,763;;;0,147;;0,05;;0,363;;0,02;;;;0,050275;0,198;;0,189;;0,2500001;5313,0;0,001;0,502;0,297;0,099;0,677;0,005;0,008;0,06;0,011;0,02;0,43;0,002;0,003;0,003;0,764;0,0008;0,415;0,099;0,778;0,004;0,01;0,061;0,011;0,017;0,558;0,002;0,036;2,9;57,5;0,3;13,3;0,06;2,2;26,5;3,7;55,9;0,5;14,6;0,09;2,3;24,0
5271;"г6838637:?;";2071-02-07 20:25:00;Э76ХФ;Р65;22,0;47,4;32,8833333;47,4;3,33241;0,341405;0,159867;0,208732;0,178313;0,0406117;1516,0;1599,0;12,248796;;13867,2072985;117,3;1,0;1,0;1,0;19,217;;;0,15;;0,05;;0,341;0,03;0,02;;;;0,051071;0,187;;0,324;;0,279;7600,0;0,001;0,514;0,288;0,108;0,611;0,006;0,01;0,074;0,008;0,021;0,412;0,002;0,003;0,003;0,758;0,0003;0,419;0,108;0,786;0,005;0,011;0,074;0,009;0,016;0,561;0,003;0,036;3,7;56,5;0,7;13,2;0,09;2,2;25,4;4,1;62,4;0,6;3,9;0,11;2,7;23,4
5272;г6838637:?<;2071-02-07 21:25:00;Э76ХФ;Р65;17,0;51,8666667;18,8666667;51,8666667;;0,35529;0,151272;0,176208;0,189902;0,0399787;1596,0;1604,0;10,6473008;;13573,1448763;113,9;1,0;1,0;1,0;18,408;;;0,235;;0,05;;0,361;0,029;0,02;;;;0,050275;0,218;;0,272;;0,264;4268,0;0,001;0,491;0,29;0,087;0,627;0,006;0,009;0,062;0,009;0,019;0,405;0,001;0,003;0,002;0,769;0,0002;0,418;0,088;0,785;0,005;0,011;0,062;0,01;0,013;0,564;0,002;0,037;3,7;52,8;1,3;13,1;0,15;2,0;25,9;3,4;57,5;0,6;10,8;0,18;2,2;26,2
5273;г6838637:?=;2071-02-07 22:18:00;Э76ХФ;Р65;25,0;44,05;28,3333333;44,05;3,7998421;0,3259;0,168462;0,190493;0,180632;0,0406117;1518,0;1587,0;9,7185017;;14211,5294118;116,2;1,0;1,0;1,0;14,27;;;0,169;;0,05;;0,321;0,029;0,02;;;;0,051071;0,198;;0,295;;0,294;6711,0;0,001;0,517;0,28;0,093;0,62;0,005;0,01;0,068;0,007;0,019;0,406;0,001;0,003;0,003;0,764;0,0004;0,416;0,091;0,782;0,004;0,01;0,069;0,008;0,014;0,553;0,003;0,036;3,5;51,8;0,3;16,3;0,14;2,0;26,1;4,3;62,2;0,6;4,9;0,12;2,7;23,4
5274;г6838637:?>;2071-02-07 23:33:00;Э90ХАФ;Р65;6,0;90,75;48,1333333;90,5666667;3,0991588;0,431395;0,120525;0,157164;0,133081;0,089743;1586,0;1611,0;7,9670737;14,355583;13993,6288089;110,8;2,0;1,0;1,0;16,857;12,928;;0,293;;0,05;;0,461;0,04;0,02;;;;0,100767;0,139;;0,244;0,022099;0,213;11226,0;0,001;0,499;0,181;0,081;0,652;0,004;0,013;0,06;0,007;0,02;0,438;0,001;0,002;0,003;0,865;0,0004;0,29;0,084;0,789;0,003;0,014;0,062;0,008;0,01;0,52;0,002;0,081;3,8;53,4;1,0;12,3;0,08;2,1;25,2;4,2;55,7;0,4;10,1;0,08;2,1;26,5
5275;г6838637:??;2071-02-08 00:34:00;Э90ХАФ;Р65;7,0;230,3333333;52,8666667;230,0166667;3,3583184;0,457465;0,140811;0,26745;0,258195;0,0957693;1540,0;1589,0;5,764851;5,1967454;13855,2332913;117,6;2,0;1,0;1,0;28,046;14,548;;0,38;;0,05;;0,485;0,029;0,02;;;;0,107277;0,285;;0,414;0,024052;0,251;12208,0;0,001;0,516;0,167;0,088;0,565;0,006;0,013;0,07;0,006;0,021;0,377;0,001;0,002;0,002;0,87;0,0002;0,288;0,088;0,785;0,005;0,016;0,07;0,007;0,016;0,535;0,002;0,08;2,6;47,5;0,4;18,2;0,36;1,7;27,4;4,3;56,7;0,3;9,9;0,08;2,2;26,3
5276;"г6838637;66";2071-02-08 01:30:00;Э90ХАФ;Р65;8,0;60,8833333;38,0;60,7166667;2,884708;0,10394;0,010098;0,041359;0,118446;0,0962994;1526,0;1586,0;10,2545455;10,4593141;9003,1578947;116,0;1,0;1,0;1,0;0,564;20,416;;0,277;;0,03;;0,099;;;;;;0,108616;0,164;;0,061;0,022823;0,018;5702,0;0,001;0,503;0,176;0,072;0,658;0,004;0,01;0,048;0,008;0,017;0,421;0,001;0,002;0,002;0,88;0,0004;0,292;0,076;0,788;0,002;0,017;0,048;0,01;0,013;0,53;0,002;0,082;3,6;48,8;0,7;10,1;0,09;2,3;21,2;4,4;57,1;0,3;10,2;0,09;2,2;26,2
5277;"г6838637;67";2071-02-08 06:19:00;Э90ХАФ;Р65;31,0;55,3666667;19,7333333;55,3666667;;0,48295;0,1122;0,171603;0,182122;0,0934961;1583,0;1580,0;15,7736124;;13880,0675676;113,9;1,0;1,0;1,0;28,892;;;0,382;;0,12;;0,465;0,028;0,02;;;;0,105071;0,208;;0,265;0,022859;0,2;4565,0;0,001;0,477;0,19;0,077;0,637;0,005;0,011;0,061;0,008;0,019;0,396;0,001;0,002;0,003;0,867;0,0003;0,29;0,078;0,789;0,003;0,012;0,061;0,009;0,011;0,546;0,002;0,083;4,4;41,6;1,1;10,7;0,18;2,1;20,3;4,3;57,0;0,3;9,8;0,09;2,1;26,6
5278;"г6838637;68";2071-02-08 07:15:00;Э90ХАФ;Р65;35,0;50,35;21,3666667;50,1833333;;0,443915;0,117249;0,154533;0,154637;0,0927532;1556,0;1577,0;18,1216391;12,5886076;12687,0514821;115,8;1,0;1,0;1,0;14,004000000000001;11,05;;0,17099999999999999;;0,05;;0,477;;0,02;;;;0,104058;0,17300000000000001;;0,239;0,023003000000000003;0,209;4518,0;0,002;0,51;0,187;0,086;0,667;0,005;0,008;0,076;0,009;0,021;0,422;0,001;0,003;0,003;0,858;0,0006;0,299;0,082;0,801;0,003;0,016;0,073;0,009;0,016;0,548;0,002;0,081;3,8;50,5;1,0;20,0;0,17;2,0;25,1;4,0;61,1;0,5;6,8;0,1;2,6;23,8
5279;"г6838637;69";2071-02-08 08:07:00;Э90ХАФ;Р65;40,0;40,7166667;16,7;40,7166667;2,3760623;0,4168765;0,119493;0,153786;0,149854;0,0903815;1556,0;1585,0;17,4993865;16,3625475;12804,7904192;112,5;1,0;1,0;1,0;14,262;9,563;0,0111;0,277;;0,05;;0,43;0,028;0,02;;;;0,101273;0,166;;0,238;0,023582;0,213;3564,0;0,001;0,5;0,19;0,09;0,665;0,005;0,012;0,067;0,009;0,02;0,421;0,001;0,003;0,003;0,835;0,0003;0,291;0,088;0,796;0,003;0,018;0,067;0,009;0,013;0,54;0,002;0,082;3,7;52,0;0,5;16,4;0,19;2,0;25,7;4,0;58,1;0,4;11,8;0,14;2,3;25,8
5280;"г6838637;6:";2071-02-08 09:01:00;Э90ХАФ;Р65;34,0;46,8666667;20,9666667;46,8666667;3,2843823;0,40868;0,14586;0,210434;0,196446;0,0922264;1547,0;1584,0;14,3653524;19,043093;12891,8918919;114,4;1,0;1,0;1,0;12,853;12,177;;0,306;;0,05;;0,426;;0,02;;;;0,102901;0,214;;0,326;0,025137;0,26;4505,0;0,001;0,518;0,165;0,079;0,612;0,004;0,01;0,051;0,008;0,03;0,388;0,001;0,002;0,002;0,838;0,0002;0,293;0,081;0,8;0,002;0,018;0,052;0,009;0,018;0,545;0,002;0,083;2,9;45,7;0,8;19,8;0,56;1,7;26,6;4,0;58,3;0,5;11,0;0,16;2,4;26,0
